output_file,source_file,shoe,surface,source_index,h2h_index,pk_index,H2H_ms,PK_dB,PK_max_dB,amplitude_scale,n_impacts,sample_rate,duration_s,source_impact_time_s
sneakers_metal_neutral_0244__H2H_530.76ms__PK_67.82dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,0,3,530.76,67.82,83.34,0.8137748980081593,19,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_530.76ms__PK_71.70dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,0,4,530.76,71.7,83.34,0.8603311735061195,19,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_530.76ms__PK_75.58dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,0,5,530.76,75.58,83.34,0.9068874490040796,19,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_530.76ms__PK_79.46dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,0,6,530.76,79.46000000000001,83.34,0.9534437245020398,19,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_530.76ms__PK_83.34dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,0,7,530.76,83.34,83.34,1.0,19,44100,10.0,5.186757369614512
sneakers_metal_neutral_0244__H2H_631.27ms__PK_56.18dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,1,0,631.2742857142857,56.18,83.34,0.6741060715142788,16,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_631.27ms__PK_60.06dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,1,1,631.2742857142857,60.06,83.34,0.720662347012239,16,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_631.27ms__PK_63.94dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,1,2,631.2742857142857,63.94,83.34,0.7672186225101991,16,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_631.27ms__PK_67.82dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,1,3,631.2742857142857,67.82,83.34,0.8137748980081593,16,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_631.27ms__PK_71.70dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,1,4,631.2742857142857,71.7,83.34,0.8603311735061195,16,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_631.27ms__PK_75.58dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,1,5,631.2742857142857,75.58,83.34,0.9068874490040796,16,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_631.27ms__PK_79.46dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,1,6,631.2742857142857,79.46000000000001,83.34,0.9534437245020398,16,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_631.27ms__PK_83.34dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,1,7,631.2742857142857,83.34,83.34,1.0,16,44100,10.0,6.751201814058957
sneakers_metal_neutral_0232__H2H_731.79ms__PK_56.18dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,2,0,731.7885714285715,56.18,83.34,0.6741060715142788,14,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_731.79ms__PK_60.06dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,2,1,731.7885714285715,60.06,83.34,0.720662347012239,14,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_731.79ms__PK_63.94dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,2,2,731.7885714285715,63.94,83.34,0.7672186225101991,14,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_731.79ms__PK_67.82dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,2,3,731.7885714285715,67.82,83.34,0.8137748980081593,14,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_731.79ms__PK_71.70dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,2,4,731.7885714285715,71.7,83.34,0.8603311735061195,14,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_731.79ms__PK_75.58dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,2,5,731.7885714285715,75.58,83.34,0.9068874490040796,14,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_731.79ms__PK_79.46dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,2,6,731.7885714285715,79.46000000000001,83.34,0.9534437245020398,14,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_731.79ms__PK_83.34dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,2,7,731.7885714285715,83.34,83.34,1.0,14,44100,10.0,5.186757369614512
sneakers_metal_neutral_0244__H2H_832.30ms__PK_56.18dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,3,0,832.3028571428571,56.18,83.34,0.6741060715142788,12,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_832.30ms__PK_60.06dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,3,1,832.3028571428571,60.06,83.34,0.720662347012239,12,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_832.30ms__PK_63.94dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,3,2,832.3028571428571,63.94,83.34,0.7672186225101991,12,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_832.30ms__PK_67.82dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,3,3,832.3028571428571,67.82,83.34,0.8137748980081593,12,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_832.30ms__PK_71.70dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,3,4,832.3028571428571,71.7,83.34,0.8603311735061195,12,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_832.30ms__PK_75.58dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,3,5,832.3028571428571,75.58,83.34,0.9068874490040796,12,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_832.30ms__PK_79.46dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,3,6,832.3028571428571,79.46000000000001,83.34,0.9534437245020398,12,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_832.30ms__PK_83.34dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,3,7,832.3028571428571,83.34,83.34,1.0,12,44100,10.0,6.751201814058957
sneakers_metal_neutral_0232__H2H_932.82ms__PK_56.18dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,4,0,932.8171428571428,56.18,83.34,0.6741060715142788,11,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_932.82ms__PK_60.06dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,4,1,932.8171428571428,60.06,83.34,0.720662347012239,11,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_932.82ms__PK_63.94dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,4,2,932.8171428571428,63.94,83.34,0.7672186225101991,11,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_932.82ms__PK_67.82dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,4,3,932.8171428571428,67.82,83.34,0.8137748980081593,11,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_932.82ms__PK_71.70dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,4,4,932.8171428571428,71.7,83.34,0.8603311735061195,11,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_932.82ms__PK_75.58dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,4,5,932.8171428571428,75.58,83.34,0.9068874490040796,11,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_932.82ms__PK_79.46dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,4,6,932.8171428571428,79.46000000000001,83.34,0.9534437245020398,11,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_932.82ms__PK_83.34dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,4,7,932.8171428571428,83.34,83.34,1.0,11,44100,10.0,5.186757369614512
sneakers_metal_neutral_0244__H2H_1033.33ms__PK_56.18dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,5,0,1033.331428571429,56.18,83.34,0.6741060715142788,10,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1033.33ms__PK_60.06dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,5,1,1033.331428571429,60.06,83.34,0.720662347012239,10,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1033.33ms__PK_63.94dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,5,2,1033.331428571429,63.94,83.34,0.7672186225101991,10,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1033.33ms__PK_67.82dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,5,3,1033.331428571429,67.82,83.34,0.8137748980081593,10,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1033.33ms__PK_71.70dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,5,4,1033.331428571429,71.7,83.34,0.8603311735061195,10,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1033.33ms__PK_75.58dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,5,5,1033.331428571429,75.58,83.34,0.9068874490040796,10,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1033.33ms__PK_79.46dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,5,6,1033.331428571429,79.46000000000001,83.34,0.9534437245020398,10,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1033.33ms__PK_83.34dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,5,7,1033.331428571429,83.34,83.34,1.0,10,44100,10.0,6.751201814058957
sneakers_metal_neutral_0232__H2H_1133.85ms__PK_56.18dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,6,0,1133.8457142857142,56.18,83.34,0.6741060715142788,9,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1133.85ms__PK_60.06dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,6,1,1133.8457142857142,60.06,83.34,0.720662347012239,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1133.85ms__PK_63.94dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,6,2,1133.8457142857142,63.94,83.34,0.7672186225101991,9,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1133.85ms__PK_67.82dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,6,3,1133.8457142857142,67.82,83.34,0.8137748980081593,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1133.85ms__PK_71.70dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,6,4,1133.8457142857142,71.7,83.34,0.8603311735061195,9,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1133.85ms__PK_75.58dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,6,5,1133.8457142857142,75.58,83.34,0.9068874490040796,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1133.85ms__PK_79.46dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,6,6,1133.8457142857142,79.46000000000001,83.34,0.9534437245020398,9,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1133.85ms__PK_83.34dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,6,7,1133.8457142857142,83.34,83.34,1.0,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0244__H2H_1234.36ms__PK_56.18dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,7,0,1234.36,56.18,83.34,0.6741060715142788,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1234.36ms__PK_60.06dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,7,1,1234.36,60.06,83.34,0.720662347012239,9,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1234.36ms__PK_63.94dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,7,2,1234.36,63.94,83.34,0.7672186225101991,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1234.36ms__PK_67.82dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,7,3,1234.36,67.82,83.34,0.8137748980081593,9,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1234.36ms__PK_71.70dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,7,4,1234.36,71.7,83.34,0.8603311735061195,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1234.36ms__PK_75.58dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,7,5,1234.36,75.58,83.34,0.9068874490040796,9,44100,10.0,6.751201814058957
sneakers_metal_neutral_0244__H2H_1234.36ms__PK_79.46dB.wav,sneakers_metal_neutral_0244.wav,sneakers,metal,1,7,6,1234.36,79.46000000000001,83.34,0.9534437245020398,9,44100,10.0,5.186757369614512
sneakers_metal_neutral_0232__H2H_1234.36ms__PK_83.34dB.wav,sneakers_metal_neutral_0232.wav,sneakers,metal,0,7,7,1234.36,83.34,83.34,1.0,9,44100,10.0,6.751201814058957
sneakers_wood_neutral_0014__H2H_499.76ms__PK_62.68dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,0,0,499.76,62.67600000000001,91.64,0.6839371453513751,20,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_499.76ms__PK_66.81dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,0,1,499.76,66.8137142857143,91.64,0.7290889817297501,20,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_499.76ms__PK_70.95dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,0,2,499.76,70.95142857142858,91.64,0.7742408181081251,20,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_499.76ms__PK_75.09dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,0,3,499.76,75.08914285714286,91.64,0.8193926544865,20,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_499.76ms__PK_79.23dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,0,4,499.76,79.22685714285714,91.64,0.864544490864875,20,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_499.76ms__PK_83.36dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,0,5,499.76,83.36457142857142,91.64,0.9096963272432499,20,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_499.76ms__PK_87.50dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,0,6,499.76,87.5022857142857,91.64,0.9548481636216248,20,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_499.76ms__PK_91.64dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,0,7,499.76,91.64,91.64,1.0,20,44100,10.0,2.507755102040816
sneakers_wood_neutral_0018__H2H_603.07ms__PK_62.68dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,1,0,603.0685714285714,62.67600000000001,91.64,0.6839371453513751,17,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_603.07ms__PK_66.81dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,1,1,603.0685714285714,66.8137142857143,91.64,0.7290889817297501,17,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_603.07ms__PK_70.95dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,1,2,603.0685714285714,70.95142857142858,91.64,0.7742408181081251,17,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_603.07ms__PK_75.09dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,1,3,603.0685714285714,75.08914285714286,91.64,0.8193926544865,17,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_603.07ms__PK_79.23dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,1,4,603.0685714285714,79.22685714285714,91.64,0.864544490864875,17,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_603.07ms__PK_83.36dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,1,5,603.0685714285714,83.36457142857142,91.64,0.9096963272432499,17,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_603.07ms__PK_87.50dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,1,6,603.0685714285714,87.5022857142857,91.64,0.9548481636216248,17,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_603.07ms__PK_91.64dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,1,7,603.0685714285714,91.64,91.64,1.0,17,44100,10.0,7.83092970521542
sneakers_wood_neutral_0014__H2H_706.38ms__PK_62.68dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,2,0,706.3771428571429,62.67600000000001,91.64,0.6839371453513751,15,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_706.38ms__PK_66.81dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,2,1,706.3771428571429,66.8137142857143,91.64,0.7290889817297501,15,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_706.38ms__PK_70.95dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,2,2,706.3771428571429,70.95142857142858,91.64,0.7742408181081251,15,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_706.38ms__PK_75.09dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,2,3,706.3771428571429,75.08914285714286,91.64,0.8193926544865,15,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_706.38ms__PK_79.23dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,2,4,706.3771428571429,79.22685714285714,91.64,0.864544490864875,15,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_706.38ms__PK_83.36dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,2,5,706.3771428571429,83.36457142857142,91.64,0.9096963272432499,15,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_706.38ms__PK_87.50dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,2,6,706.3771428571429,87.5022857142857,91.64,0.9548481636216248,15,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_706.38ms__PK_91.64dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,2,7,706.3771428571429,91.64,91.64,1.0,15,44100,10.0,2.507755102040816
sneakers_wood_neutral_0018__H2H_809.69ms__PK_62.68dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,3,0,809.6857142857143,62.67600000000001,91.64,0.6839371453513751,13,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_809.69ms__PK_66.81dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,3,1,809.6857142857143,66.8137142857143,91.64,0.7290889817297501,13,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_809.69ms__PK_70.95dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,3,2,809.6857142857143,70.95142857142858,91.64,0.7742408181081251,13,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_809.69ms__PK_75.09dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,3,3,809.6857142857143,75.08914285714286,91.64,0.8193926544865,13,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_809.69ms__PK_79.23dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,3,4,809.6857142857143,79.22685714285714,91.64,0.864544490864875,13,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_809.69ms__PK_83.36dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,3,5,809.6857142857143,83.36457142857142,91.64,0.9096963272432499,13,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_809.69ms__PK_87.50dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,3,6,809.6857142857143,87.5022857142857,91.64,0.9548481636216248,13,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_809.69ms__PK_91.64dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,3,7,809.6857142857143,91.64,91.64,1.0,13,44100,10.0,7.83092970521542
sneakers_wood_neutral_0014__H2H_912.99ms__PK_62.68dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,4,0,912.9942857142858,62.67600000000001,91.64,0.6839371453513751,11,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_912.99ms__PK_66.81dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,4,1,912.9942857142858,66.8137142857143,91.64,0.7290889817297501,11,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_912.99ms__PK_70.95dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,4,2,912.9942857142858,70.95142857142858,91.64,0.7742408181081251,11,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_912.99ms__PK_75.09dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,4,3,912.9942857142858,75.08914285714286,91.64,0.8193926544865,11,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_912.99ms__PK_79.23dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,4,4,912.9942857142858,79.22685714285714,91.64,0.864544490864875,11,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_912.99ms__PK_83.36dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,4,5,912.9942857142858,83.36457142857142,91.64,0.9096963272432499,11,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_912.99ms__PK_87.50dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,4,6,912.9942857142858,87.5022857142857,91.64,0.9548481636216248,11,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_912.99ms__PK_91.64dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,4,7,912.9942857142858,91.64,91.64,1.0,11,44100,10.0,2.507755102040816
sneakers_wood_neutral_0018__H2H_1016.30ms__PK_62.68dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,5,0,1016.3028571428572,62.67600000000001,91.64,0.6839371453513751,10,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1016.30ms__PK_66.81dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,5,1,1016.3028571428572,66.8137142857143,91.64,0.7290889817297501,10,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1016.30ms__PK_70.95dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,5,2,1016.3028571428572,70.95142857142858,91.64,0.7742408181081251,10,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1016.30ms__PK_75.09dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,5,3,1016.3028571428572,75.08914285714286,91.64,0.8193926544865,10,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1016.30ms__PK_79.23dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,5,4,1016.3028571428572,79.22685714285714,91.64,0.864544490864875,10,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1016.30ms__PK_83.36dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,5,5,1016.3028571428572,83.36457142857142,91.64,0.9096963272432499,10,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1016.30ms__PK_87.50dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,5,6,1016.3028571428572,87.5022857142857,91.64,0.9548481636216248,10,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1016.30ms__PK_91.64dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,5,7,1016.3028571428572,91.64,91.64,1.0,10,44100,10.0,7.83092970521542
sneakers_wood_neutral_0014__H2H_1119.61ms__PK_62.68dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,6,0,1119.6114285714286,62.67600000000001,91.64,0.6839371453513751,9,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1119.61ms__PK_66.81dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,6,1,1119.6114285714286,66.8137142857143,91.64,0.7290889817297501,9,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1119.61ms__PK_70.95dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,6,2,1119.6114285714286,70.95142857142858,91.64,0.7742408181081251,9,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1119.61ms__PK_75.09dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,6,3,1119.6114285714286,75.08914285714286,91.64,0.8193926544865,9,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1119.61ms__PK_79.23dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,6,4,1119.6114285714286,79.22685714285714,91.64,0.864544490864875,9,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1119.61ms__PK_83.36dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,6,5,1119.6114285714286,83.36457142857142,91.64,0.9096963272432499,9,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1119.61ms__PK_87.50dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,6,6,1119.6114285714286,87.5022857142857,91.64,0.9548481636216248,9,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1119.61ms__PK_91.64dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,6,7,1119.6114285714286,91.64,91.64,1.0,9,44100,10.0,2.507755102040816
sneakers_wood_neutral_0018__H2H_1222.92ms__PK_62.68dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,7,0,1222.92,62.67600000000001,91.64,0.6839371453513751,9,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1222.92ms__PK_66.81dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,7,1,1222.92,66.8137142857143,91.64,0.7290889817297501,9,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1222.92ms__PK_70.95dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,7,2,1222.92,70.95142857142858,91.64,0.7742408181081251,9,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1222.92ms__PK_75.09dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,7,3,1222.92,75.08914285714286,91.64,0.8193926544865,9,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1222.92ms__PK_79.23dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,7,4,1222.92,79.22685714285714,91.64,0.864544490864875,9,44100,10.0,2.507755102040816
sneakers_wood_neutral_0014__H2H_1222.92ms__PK_83.36dB.wav,sneakers_wood_neutral_0014.wav,sneakers,wood,0,7,5,1222.92,83.36457142857142,91.64,0.9096963272432499,9,44100,10.0,7.83092970521542
sneakers_wood_neutral_0018__H2H_1222.92ms__PK_87.50dB.wav,sneakers_wood_neutral_0018.wav,sneakers,wood,1,7,6,1222.92,87.5022857142857,91.64,0.9548481636216248,9,44100,10.0,2.507755102040816
